0.72414,0.48276,1
0.37931,0.62069,0
1,0.68966,0
0.17241,0.068966,0.034483
0.34483,1,0.31034
0.82759,0.7931,0.82759
0.68966,0.48276,0.068966
0.51724,0.2069,0.034483
0.17241,0.51724,0.13793
0.41379,0.068966,0.13793
0.44828,0.24138,1
0.17241,0.13793,0.2069
0.27586,0.68966,0.96552
0.2069,0.89655,0.55172
1,0.89655,0.62069
0.96552,0.51724,0.68966
0.37931,0.44828,0.24138
0.58621,0.24138,0.62069
0.75862,0.82759,0.34483
0.68966,0.62069,0.51724
0.82759,0.44828,0.37931
0.55172,0.96552,0.44828
0.7931,0.62069,0.31034
0,0.82759,0.24138
0.72414,0.48276,0.68966
1,0.37931,0.68966
0.7931,0.13793,0.24138
0.51724,0.58621,0.86207
0.13793,0,0.13793
0.62069,0.55172,0.58621
0.27586,0.41379,0
0.7931,0.068966,0.37931
0,0.37931,0.37931
0,0.51724,0.37931
0.31034,0.24138,0.034483
0.37931,0.68966,0.31034
1,0.10345,1
0,0.34483,0.51724
0,0.37931,0.7931
0.82759,0.37931,0.17241
0.82759,0.13793,0.58621
0.55172,0.17241,0.75862
0.72414,0.86207,0.65517
0.34483,0.13793,0.41379
0.89655,0.86207,0.17241
1,0.7931,0.72414
0.51724,0.55172,0
1,0.34483,0.55172
0.93103,0.72414,1
0.82759,0.68966,0
0.51724,0.82759,1
0.44828,1,0.82759
0.31034,0.034483,0.62069
0.31034,0.34483,0.93103
0.37931,0.68966,0.51724
0.55172,0.41379,0.82759
0.75862,0.82759,0.96552
0.24138,0.27586,0.13793
0.86207,0.27586,0.7931
0.68966,1,0.96552
0.86207,1,0.34483
0.62069,0.068966,0.89655
0.75862,0.34483,0.41379
0.7931,0.68966,0.48276
0.48276,0.55172,0.65517
0.068966,0.44828,0.75862
1,0.37931,0.24138
0.7931,0.44828,0
0.44828,0.27586,0.17241
0.48276,0.75862,0
0.75862,0.86207,0.82759
0.68966,0.58621,0.068966
0.37931,0.17241,0.27586
0.82759,0.48276,0.7931
1,0.31034,0.37931
0.31034,0.55172,1
0.62069,0.068966,0.31034
0.27586,0.27586,0.34483
0.37931,0.89655,0.82759
0.96552,0.96552,0.55172
0.65517,0.37931,0.2069
0,0.55172,0.75862
1,0,0.82759
0.55172,0.31034,0.34483
0.72414,0.41379,0.82759
0.82759,0.62069,0.75862
0,0.37931,0.17241
1,0.82759,0.89655
0.58621,0.068966,0.10345
0.41379,0.82759,0.48276
0.2069,0.034483,0.44828
0.48276,0.82759,0.86207
0,0.10345,0.17241
0.86207,0,0.034483
0.62069,0.48276,0.2069
0.44828,0.41379,0.13793
0.7931,0.51724,0.48276
0.62069,0.034483,0.65517
1,0.41379,0
1,0.55172,0.93103
0.75862,1,0.72414
